FIRST,LAST,NICKNAME,URL,FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB
Petr,Yan,No Mercy,http://ufcstats.com/fighter-details/d661ce4da776fc20,Petr Yan,"5' 7""",135 lbs.,"67""",Switch,1993-02-11
Nick,Nolte,,http://ufcstats.com/fighter-details/d665de9b4da87c22,Nick Nolte,"6' 0""",170 lbs.,,,
Jeremiah,Wells,,http://ufcstats.com/fighter-details/d66a46de8d705353,Jeremiah Wells,"5' 9""",170 lbs.,"74""",Switch,1986-10-30
Shi,Ming,,http://ufcstats.com/fighter-details/d683f4870742b273,Shi Ming,"5' 2""",115 lbs.,"60""",Orthodox,1994-11-14
,Angga,The Hitman,http://ufcstats.com/fighter-details/d6a3e131ad4ba064,Angga,"5' 7""",145 lbs.,"68""",Orthodox,1989-01-13
Mike,Richman,The Marine,http://ufcstats.com/fighter-details/d6a740cf6e898e27,Mike Richman,"5' 8""",135 lbs.,,,1985-06-23
Rony,Sefo,,http://ufcstats.com/fighter-details/d6b68eaf4b68b160,Rony Sefo,"5' 9""",225 lbs.,,Orthodox,
Kyle,Daukaus,,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,1993-02-27
Guilherme,Vasconcelos,Bomba,http://ufcstats.com/fighter-details/d6d5da3c209884bc,Guilherme Vasconcelos,"6' 0""",185 lbs.,,Orthodox,1986-03-23
Duda,Santana,Cowboyzinha,http://ufcstats.com/fighter-details/d6ead04919a894b1,Duda Santana,"5' 7""",145 lbs.,"73""",Orthodox,1996-01-10
Allan,Begosso,Mini,http://ufcstats.com/fighter-details/d6ed764f8b78d32a,Allan Begosso,"5' 5""",135 lbs.,"66""",Orthodox,1995-11-23
Isis,Verbeek,Fight Queen,http://ufcstats.com/fighter-details/d6f58b8cd1a6ff52,Isis Verbeek,"5' 4""",115 lbs.,"64""",Orthodox,1995-01-12
Katsuhisa,Fujii,Shamoji,http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,1972-08-15
Antonina,Shevchenko,La Pantera,http://ufcstats.com/fighter-details/d7338bcb141abd2c,Antonina Shevchenko,"5' 8""",125 lbs.,"67""",Southpaw,1984-11-20
Danylo,Voievodkin,,http://ufcstats.com/fighter-details/d73a7c36746fbc5b,Danylo Voievodkin,"6' 4""",265 lbs.,"78""",Southpaw,2000-07-19
Aaron,Lanfranco,,http://ufcstats.com/fighter-details/d73e856f150744b2,Aaron Lanfranco,,155 lbs.,,,1986-08-26
Mason,Fowler,,http://ufcstats.com/fighter-details/d745d4146be48679,Mason Fowler,"5' 11""",170 lbs.,,,
Claudio,Puelles,Prince of Peru,http://ufcstats.com/fighter-details/d747eb273a40a920,Claudio Puelles,"5' 10""",155 lbs.,"72""",Southpaw,1996-04-21
Junie,Browning,,http://ufcstats.com/fighter-details/d74cba8566291bfa,Junie Browning,"5' 9""",155 lbs.,,Orthodox,1984-05-12
Sean,Gauci,,http://ufcstats.com/fighter-details/d758f272d94f5866,Sean Gauci,"5' 5""",125 lbs.,"64""",Switch,1996-10-07
Marcel,Fortuna,,http://ufcstats.com/fighter-details/d761b3766e38c5db,Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,1985-10-22
Bobby,Moffett,The Wolfman,http://ufcstats.com/fighter-details/d76ad9a08c4408ff,Bobby Moffett,"5' 10""",145 lbs.,"73""",Orthodox,1990-06-01
Wataru,Sakata,,http://ufcstats.com/fighter-details/d7907a9a968e4d29,Wataru Sakata,"5' 9""",195 lbs.,,Southpaw,1973-03-11
Ian,Entwistle,Enty,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,Ian Entwistle,"5' 5""",135 lbs.,,Orthodox,1986-11-19
Kyle,Watson,,http://ufcstats.com/fighter-details/d7b2c0b53883ee80,Kyle Watson,"6' 0""",155 lbs.,,Southpaw,1979-08-09
Karolina,Kowalkiewicz,,http://ufcstats.com/fighter-details/d7c3816669784109,Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,1985-10-15
Diana,Belbita,The Warrior Princess,http://ufcstats.com/fighter-details/d7e40dca3ae125be,Diana Belbita,"5' 7""",115 lbs.,"68""",Orthodox,1996-06-26
Luciano,Pereira,El Torito,http://ufcstats.com/fighter-details/d7ee49bf3c779fa6,Luciano Pereira,,125 lbs.,,Orthodox,2001-01-09
Brendon,Marotte,The Kid,http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5,Brendon Marotte,"5' 9""",145 lbs.,"70""",Orthodox,1996-01-12
Magomed,Ankalaev,,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,1992-06-02
Chad,Reiner,The Grinder,http://ufcstats.com/fighter-details/d8022d5526b1d937,Chad Reiner,"5' 11""",170 lbs.,,Orthodox,1981-06-29
Mike,Breeden,Money,http://ufcstats.com/fighter-details/d80ee110748171ac,Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,1989-04-21
Drew,Fickett,The Master,http://ufcstats.com/fighter-details/d814f5192e58fb2f,Drew Fickett,"5' 10""",155 lbs.,"70""",Orthodox,1979-12-14
Jake,Ellenberger,The Juggernaut,http://ufcstats.com/fighter-details/d81ac739417d7f53,Jake Ellenberger,"5' 9""",170 lbs.,"71""",Orthodox,1985-03-28
Pat,Curran,Paddy Mike,http://ufcstats.com/fighter-details/d8291d0dd63da29c,Pat Curran,"5' 9""",145 lbs.,,,1987-08-31
Yoshihiro,Takayama,,http://ufcstats.com/fighter-details/d856a0080ac09ed7,Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,1968-09-19
Spencer,Hearns,,http://ufcstats.com/fighter-details/d85cf12439945941,Spencer Hearns,"5' 11""",185 lbs.,,,
Bob,Schrijber,Dirty,http://ufcstats.com/fighter-details/d86e913c548c07c2,Bob Schrijber,"6' 0""",240 lbs.,,Orthodox,
Rich,Franklin,Ace,http://ufcstats.com/fighter-details/d897897060f10a3a,Rich Franklin,"6' 1""",185 lbs.,"76""",Southpaw,1974-10-05
Haisam,Rida,,http://ufcstats.com/fighter-details/d8a58e797518f011,Haisam Rida,,,,,1993-07-25
Cody,Garbrandt,No Love,http://ufcstats.com/fighter-details/d8c7c61b176e3994,Cody Garbrandt,"5' 8""",135 lbs.,"65""",Orthodox,1991-07-07
Rinya,Nakamura,Hybred,http://ufcstats.com/fighter-details/d8c811df0386d5e8,Rinya Nakamura,"5' 7""",135 lbs.,"68""",Southpaw,1995-03-23
Albert,Cheng,,http://ufcstats.com/fighter-details/d8d7b24d276c8cb0,Albert Cheng,"5' 11""",170 lbs.,,Orthodox,1985-02-07
Niko,Price,The Hybrid,http://ufcstats.com/fighter-details/d8da10db80131bec,Niko Price,"6' 0""",170 lbs.,"76""",Orthodox,1989-09-29
Gan,McGee,The Giant,http://ufcstats.com/fighter-details/d90b630e0561818b,Gan McGee,"6' 10""",265 lbs.,,Orthodox,1976-11-20
Carla,Esparza,Cookie Monster,http://ufcstats.com/fighter-details/d910665038efc639,Carla Esparza,"5' 1""",115 lbs.,"63""",Orthodox,1987-10-10
Joe,Ray,,http://ufcstats.com/fighter-details/d92e6e17f637fe4d,Joe Ray,,170 lbs.,,,1984-12-17
Thiago,Moises,,http://ufcstats.com/fighter-details/d945aae53e3e54e6,Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,1995-03-23
Danny,Silva,El Puma,http://ufcstats.com/fighter-details/d964a59c48381cb6,Danny Silva,"5' 11""",145 lbs.,"70""",Switch,1997-01-30
Daniel,Cormier,DC,http://ufcstats.com/fighter-details/d967f0128c323de6,Daniel Cormier,"5' 11""",235 lbs.,"72""",Orthodox,1979-03-20
Evan,Elder,The Phenom,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,Evan Elder,"5' 10""",155 lbs.,"72""",Switch,1997-04-11
Bryce,Mitchell,Thug Nasty,http://ufcstats.com/fighter-details/d9c6f19f958643e9,Bryce Mitchell,"5' 10""",145 lbs.,"70""",Southpaw,1994-10-04
Raja,Shippen,,http://ufcstats.com/fighter-details/d9e1942637bd57a4,Raja Shippen,"5' 6""",145 lbs.,,,1986-10-07
Matt,Lee,,http://ufcstats.com/fighter-details/d9e3743bae8d703d,Matt Lee,"5' 11""",155 lbs.,,Orthodox,
Mark,Madsen,The Olympian,http://ufcstats.com/fighter-details/da0995f19b749cfa,Mark Madsen,"5' 8""",155 lbs.,"72""",Orthodox,1984-09-23
Chris,Guillen,,http://ufcstats.com/fighter-details/da0f33e4255f99eb,Chris Guillen,"6' 0""",240 lbs.,,Orthodox,1972-12-09
Bruno,Santos,Carioca,http://ufcstats.com/fighter-details/da1d8d76404bb6b5,Bruno Santos,"5' 9""",185 lbs.,,Orthodox,1987-07-17
Da'Mon,Blackshear,The Monster,http://ufcstats.com/fighter-details/da22387a0407a2dc,Da'Mon Blackshear,"5' 10""",135 lbs.,"72""",Switch,1994-08-12
Don,Shainis,Shameless,http://ufcstats.com/fighter-details/da4628f173337902,Don Shainis,"5' 6""",145 lbs.,"67""",Orthodox,1990-09-16
Saad,Awad,Assassin,http://ufcstats.com/fighter-details/da603332ad41f165,Saad Awad,"5' 11""",155 lbs.,,,1983-06-07
Wallid,Ismail,,http://ufcstats.com/fighter-details/da6dfd09cca1d705,Wallid Ismail,"5' 7""",205 lbs.,,Orthodox,1968-02-23
Mohammed,Usman,The Motor,http://ufcstats.com/fighter-details/da7f113b5ea39c43,Mohammed Usman,"6' 2""",239 lbs.,"79""",Orthodox,1989-04-01
Gavin,Tucker,Guv'nor,http://ufcstats.com/fighter-details/da816417a579a0bd,Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,1986-06-17
Charles,McCarthy,Chainsaw,http://ufcstats.com/fighter-details/da97d6c97d09c030,Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,1980-08-06
Xue Do,Won,,http://ufcstats.com/fighter-details/daa89f01e1c0f42a,Xue Do Won,"5' 7""",165 lbs.,,,
Anthony,Morrison,Cheesesteak,http://ufcstats.com/fighter-details/dab0e6cb8c932162,Anthony Morrison,"5' 7""",145 lbs.,,Orthodox,1984-03-29
Livinha,Souza,The Brazilian Gangsta,http://ufcstats.com/fighter-details/dab8cfbb6b1db10a,Livinha Souza,"5' 3""",115 lbs.,"63""",Orthodox,1991-03-11
Carl,Seumanutafa,,http://ufcstats.com/fighter-details/dadaeb402526dca5,Carl Seumanutafa,"6' 1""",255 lbs.,,Orthodox,
Justin,Burlinson,,http://ufcstats.com/fighter-details/dadd80ef954e54ed,Justin Burlinson,"6' 1""",170 lbs.,"74""",Switch,1997-05-19
Adrienna,Jenkins,AJ,http://ufcstats.com/fighter-details/dae85a6a83f53215,Adrienna Jenkins,"5' 8""",145 lbs.,,,1981-07-22
Roger,Huerta,El Matador,http://ufcstats.com/fighter-details/daf1b84aebd6602b,Roger Huerta,"5' 9""",155 lbs.,"70""",Orthodox,1983-05-20
Kenny,Ento,Tha' Dragon,http://ufcstats.com/fighter-details/daf9be103c1edbbd,Kenny Ento,"6' 2""",192 lbs.,,,
Anthony,Figueroa,,http://ufcstats.com/fighter-details/daff32bc96d1eabf,Anthony Figueroa,"5' 4""",135 lbs.,,Orthodox,
Rene,Kronvold,,http://ufcstats.com/fighter-details/db05271715bb4874,Rene Kronvold,"5' 8""",170 lbs.,,Orthodox,
Hector,Lombard,,http://ufcstats.com/fighter-details/db1f2ed63b54b9a7,Hector Lombard,"5' 9""",185 lbs.,"71""",Southpaw,1978-02-02
Gabriel,Arges,,http://ufcstats.com/fighter-details/db3c4a884d704efe,Gabriel Arges,,170 lbs.,,,1993-01-29
Will,Chope,The Kill,http://ufcstats.com/fighter-details/db5dc7cb80d7d418,Will Chope,"6' 4""",145 lbs.,,Switch,1990-09-08
Wagner,Campos,Galeto,http://ufcstats.com/fighter-details/db6d5f691aea3fd3,Wagner Campos,"5' 6""",145 lbs.,,Southpaw,1981-07-31
Kenny,Giddens,,http://ufcstats.com/fighter-details/db8b800176d26f6e,Kenny Giddens,"5' 11""",155 lbs.,,,
Jong Man,Kim,Special Force,http://ufcstats.com/fighter-details/dba230fe33011201,Jong Man Kim,"5' 7""",139 lbs.,,Orthodox,1978-03-03
Joe,Doerksen,El Dirte,http://ufcstats.com/fighter-details/dbaaf42313af90fa,Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,1977-10-09
Felipe,Colares,Cabocao,http://ufcstats.com/fighter-details/dbac0a413af64bbe,Felipe Colares,"5' 8""",145 lbs.,"69""",Orthodox,1994-03-31
Cezar,Ferreira,Mutante,http://ufcstats.com/fighter-details/dbc17725b887860a,Cezar Ferreira,"6' 1""",185 lbs.,"78""",Southpaw,1985-02-15
Angelo,Antonio,,http://ufcstats.com/fighter-details/dbd198f780286aca,Angelo Antonio,,205 lbs.,,Orthodox,
Igor,Araujo,,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,Igor Araujo,"6' 1""",170 lbs.,"77""",Orthodox,1980-12-06
Alex,Reyes,The Executioner,http://ufcstats.com/fighter-details/dc07493a87dc0a6e,Alex Reyes,"5' 11""",155 lbs.,"73""",Orthodox,1986-10-02
Rob,Emerson,The Saint,http://ufcstats.com/fighter-details/dc0f07928009a127,Rob Emerson,"5' 9""",155 lbs.,"70""",Orthodox,1981-07-30
Lu,Zhengyong,,http://ufcstats.com/fighter-details/dc1bfd47c3b21ad3,Lu Zhengyong,,125 lbs.,,,
Drako,Rodriguez,,http://ufcstats.com/fighter-details/dc3b9cf7641b7ab6,Drako Rodriguez,"5' 8""",135 lbs.,"69""",Orthodox,1996-06-16
Amilcar,Alves,,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,Amilcar Alves,"6' 0""",170 lbs.,,Southpaw,1988-08-08
Michael,Bravo,,http://ufcstats.com/fighter-details/dc63542668295c23,Michael Bravo,,155 lbs.,,,
Darryl,Cobb,,http://ufcstats.com/fighter-details/dc6d8256ee3dfba5,Darryl Cobb,"5' 9""",185 lbs.,,,1980-08-04
Victor,Altamirano,El Magnifico,http://ufcstats.com/fighter-details/dc7927cd622676a7,Victor Altamirano,"5' 8""",125 lbs.,"70""",Switch,1991-01-23
Ebenezer Fontes,Braga,Pitbull,http://ufcstats.com/fighter-details/dc950d59dc590aca,Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,1969-04-14
Colby,Covington,Chaos,http://ufcstats.com/fighter-details/dc9572dd6ec74859,Colby Covington,"5' 11""",170 lbs.,"72""",Orthodox,1988-02-22
Elizabeth,Phillips,,http://ufcstats.com/fighter-details/dcbf01d605681ad1,Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,1986-08-20
Matt,Frevola,The SteamRolla,http://ufcstats.com/fighter-details/dccb63727f2f5f74,Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,1990-06-11
Julia,Budd,,http://ufcstats.com/fighter-details/dcdc4503b9d49977,Julia Budd,"5' 7""",145 lbs.,"67""",,1983-07-04
Oli,Thompson,,http://ufcstats.com/fighter-details/dcdd511ff757f15c,Oli Thompson,"6' 1""",242 lbs.,"75""",Orthodox,1980-01-02
Wang,Guan,The Dongbei Tiger,http://ufcstats.com/fighter-details/dd12382f28296f7b,Wang Guan,"5' 9""",145 lbs.,"71""",Orthodox,1986-03-14
Israel,Albuquerque,,http://ufcstats.com/fighter-details/dd1b90eea08887f6,Israel Albuquerque,,185 lbs.,,Orthodox,
Josh,Koscheck,,http://ufcstats.com/fighter-details/dd37fd509af89f15,Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,1977-11-30
Andrei,Kopylov,,http://ufcstats.com/fighter-details/dd39f1ca787a3d9d,Andrei Kopylov,"6' 2""",265 lbs.,,Orthodox,1965-07-16
Heather,Clark,Hurricane,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,Heather Clark,"5' 6""",115 lbs.,"64""",Orthodox,1980-09-19
Mike,Malott,Proper,http://ufcstats.com/fighter-details/dd6103dd7127db1d,Mike Malott,"6' 1""",170 lbs.,"73""",Orthodox,1991-11-07
Davi,Bittencourt,The Black,http://ufcstats.com/fighter-details/dd6ec6f941c3a414,Davi Bittencourt,"5' 5""",135 lbs.,"65""",Orthodox,1994-10-12
Dan,Evensen,The Viking,http://ufcstats.com/fighter-details/dd8aec6de7035943,Dan Evensen,"6' 3""",250 lbs.,,Orthodox,1974-06-01
Jesse,Taylor,JT Money,http://ufcstats.com/fighter-details/dd992d569aaebee6,Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,1983-01-02
Kevin,Jousset,Air,http://ufcstats.com/fighter-details/dda15dbfafb792df,Kevin Jousset,"6' 2""",170 lbs.,"75""",Orthodox,1993-05-02
Thomas,Paull,Juggernaut,http://ufcstats.com/fighter-details/dda67d7d3df6b406,Thomas Paull,"5' 7""",155 lbs.,"67""",Orthodox,1994-10-15
Dave,Dalgliesh,,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc,Dave Dalgliesh,"6' 2""",205 lbs.,,Orthodox,1978-04-05
Jimmy,Quinlan,Crash,http://ufcstats.com/fighter-details/ddbe4fa2ea573393,Jimmy Quinlan,"6' 0""",185 lbs.,,Orthodox,1986-05-25
Rodrigo,Gripp de Sousa,Riscado,http://ufcstats.com/fighter-details/dde70a112e053a6c,Rodrigo Gripp de Sousa,"5' 11""",205 lbs.,,Orthodox,
Jorge,de Oliveira,Blade,http://ufcstats.com/fighter-details/ddf3e0ea10ea6d8c,Jorge de Oliveira,"5' 8""",155 lbs.,,Orthodox,1980-01-22
Pat,Schilling,Thrilling,http://ufcstats.com/fighter-details/de12bd65e2f46478,Pat Schilling,"5' 8""",145 lbs.,,Orthodox,1988-08-28
Jose,Palacios,,http://ufcstats.com/fighter-details/de20ffb3fc2e7629,Jose Palacios,"5' 9""",145 lbs.,,Orthodox,
Ian,Murphy,,http://ufcstats.com/fighter-details/de25520d54eab12d,Ian Murphy,"6' 1""",185 lbs.,,Orthodox,1985-06-14
Saygid,Izagakhmaev,,http://ufcstats.com/fighter-details/de26d906f2874dd4,Saygid Izagakhmaev,,170 lbs.,,,1994-09-03
Victor,Valenzuela,Joe Boxer,http://ufcstats.com/fighter-details/de277a4abcfeea46,Victor Valenzuela,"5' 10""",155 lbs.,,,
Cal,Worsham,,http://ufcstats.com/fighter-details/de3ed2e152520c8d,Cal Worsham,"5' 11""",230 lbs.,,Orthodox,
Christos,Giagos,The Spartan,http://ufcstats.com/fighter-details/de45aaae23dfa392,Christos Giagos,"5' 10""",155 lbs.,"71""",Orthodox,1990-01-23
Mikey,Gonzalez,Rolls,http://ufcstats.com/fighter-details/de47c33e48b0ce38,Mikey Gonzalez,"5' 11""",155 lbs.,"74""",Orthodox,1985-08-13
Eduarda,Moura,Ronda,http://ufcstats.com/fighter-details/de594b35c45c2e9a,Eduarda Moura,"5' 6""",125 lbs.,"66""",Orthodox,1994-02-28
Matt,Arroyo,No Regard,http://ufcstats.com/fighter-details/de62052b2ede65ba,Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,1982-09-01
Sergio,Pettis,,http://ufcstats.com/fighter-details/de75d1c45a39e221,Sergio Pettis,"5' 6""",125 lbs.,"69""",Orthodox,1993-08-18
Tae Hyun,Lee,,http://ufcstats.com/fighter-details/de99da2c0d18d34a,Tae Hyun Lee,"6' 6""",295 lbs.,,Orthodox,1975-01-17
Ewerton,Teixeira,,http://ufcstats.com/fighter-details/de9e331b3e6bae70,Ewerton Teixeira,"6' 1""",242 lbs.,,,1982-02-13
Thiago,Santos,Marreta,http://ufcstats.com/fighter-details/dea070ed4a2a8281,Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,1984-01-07
Anthony,Macias,Mad Dog,http://ufcstats.com/fighter-details/dedc3bb440d09554,Anthony Macias,"5' 9""",185 lbs.,,Switch,
Malcolm,Gordon,X,http://ufcstats.com/fighter-details/dee294e9717012c2,Malcolm Gordon,"5' 7""",125 lbs.,"71""",Switch,1990-05-19
Brian,Ortega,T-City,http://ufcstats.com/fighter-details/def8166ff24bd237,Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,1991-02-21
Chris,Tuchscherer,The Crowbar,http://ufcstats.com/fighter-details/df05aa15b2d66f57,Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,1975-09-08
Kerry,Vera,,http://ufcstats.com/fighter-details/df0a1c1e11ad199b,Kerry Vera,"5' 7""",135 lbs.,,Orthodox,
Scott,Holtzman,Hot Sauce,http://ufcstats.com/fighter-details/df1eb4354d18a906,Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,1983-09-30
Mario,Miranda,,http://ufcstats.com/fighter-details/df2bf09c99594848,Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,1979-07-12
Noe,Hernandez,,http://ufcstats.com/fighter-details/df2cf66d8c0123db,Noe Hernandez,,,,Orthodox,
Mike,Bronzoulis,The Greek,http://ufcstats.com/fighter-details/df3c39573d01f55b,Mike Bronzoulis,"6' 0""",155 lbs.,,,1979-01-05
Alex,Stiebling,The Brazilian Killa,http://ufcstats.com/fighter-details/df5a77121ba84a5d,Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,
Nick,Piedmont,No Limit,http://ufcstats.com/fighter-details/df7d386a54e07446,Nick Piedmont,"5' 10""",145 lbs.,,,
Joe,Moreira,,http://ufcstats.com/fighter-details/df85d6ec3493d120,Joe Moreira,"5' 11""",195 lbs.,,Southpaw,
Sergey,Ignatov,,http://ufcstats.com/fighter-details/df9e9c1f65805d29,Sergey Ignatov,"5' 9""",210 lbs.,,Orthodox,
Chris,Dempsey,,http://ufcstats.com/fighter-details/dfae5da5676e4194,Chris Dempsey,"5' 10""",185 lbs.,"72""",Orthodox,1987-09-08
Joe,Camacho,,http://ufcstats.com/fighter-details/dfb965c9824425db,Joe Camacho,"5' 9""",155 lbs.,,Orthodox,1972-03-10
Shana,Olsen,Rock Solid,http://ufcstats.com/fighter-details/dfbb95ca0c143988,Shana Olsen,"5' 7""",145 lbs.,,,1980-12-17
Willian,Colorado,,http://ufcstats.com/fighter-details/dfc7f0a2d91ad337,Willian Colorado,"5' 10""",135 lbs.,"72""",,1986-06-21
Mike,Bourke,The Rhino,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23,Mike Bourke,"6' 0""",275 lbs.,,Orthodox,
Jamall,Emmers,Pretty Boy,http://ufcstats.com/fighter-details/e00a3dee329a51f7,Jamall Emmers,"5' 10""",145 lbs.,"74""",Orthodox,1989-07-24
Steve,Bosse,The Boss,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,1981-07-29
Khadzhi,Bestaev,Best,http://ufcstats.com/fighter-details/e05f4ce199baca91,Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,1988-07-16
Top Noi,Kiwram,,http://ufcstats.com/fighter-details/e065b4a42a6c2c79,Top Noi Kiwram,"5' 5""",125 lbs.,"67""",Southpaw,1992-08-15
Ding,Meng,The Assassin,http://ufcstats.com/fighter-details/e0664abaa023fd6f,Ding Meng,"6' 2""",170 lbs.,"73""",Orthodox,1994-09-27
Yoji,Anjo,Mr. 200%,http://ufcstats.com/fighter-details/e06fd1260ac865a7,Yoji Anjo,"5' 11""",205 lbs.,,Orthodox,1967-03-28
Assuerio,Silva,,http://ufcstats.com/fighter-details/e091482fa6648261,Assuerio Silva,"5' 10""",241 lbs.,,Orthodox,1974-06-18
Curtis,Stout,,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,Curtis Stout,"6' 1""",185 lbs.,,Southpaw,1973-11-07
Kanako,Murata,,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,1993-08-10
Mike,Brown,,http://ufcstats.com/fighter-details/e0b74df14f52cd15,Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,1975-09-08
Chepe,Mariscal,Machine Gun,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Chepe Mariscal,"5' 7""",145 lbs.,"69""",Orthodox,1992-10-27
Lucas,Rocha,Fenomeno,http://ufcstats.com/fighter-details/e0d3d9b564f95635,Lucas Rocha,"5' 3""",125 lbs.,"64""",Orthodox,2000-08-12
Hermes,Franca,,http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,Hermes Franca,"5' 6""",155 lbs.,"71""",Orthodox,1974-08-26
Wes,Sims,The Project,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,Wes Sims,"6' 10""",260 lbs.,,Orthodox,1979-08-04
Isabela,de Padua,Belinha,http://ufcstats.com/fighter-details/e0f959f65d0406b4,Isabela de Padua,"5' 3""",125 lbs.,"64""",Orthodox,1991-09-04
Robert,Whittaker,The Reaper,http://ufcstats.com/fighter-details/e1147d3d2dabe1ce,Robert Whittaker,"6' 0""",185 lbs.,"73""",Orthodox,1990-12-20
Alexander,Volkanovski,The Great,http://ufcstats.com/fighter-details/e1248941344b3288,Alexander Volkanovski,"5' 6""",145 lbs.,"71""",Orthodox,1988-09-29
Rafa,Garcia,Gifted,http://ufcstats.com/fighter-details/e132d47bd9efbbe0,Rafa Garcia,"5' 7""",155 lbs.,"70""",Orthodox,1994-08-05
Justin,Tafa,Bad Man,http://ufcstats.com/fighter-details/e13abac8089a801a,Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,1993-12-13
Abel,Trujillo,Killa,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,1983-09-18
Marcos,Galvao,Loro,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5,Marcos Galvao,"5' 7""",135 lbs.,,Orthodox,1981-06-23
Abram,Torres,,http://ufcstats.com/fighter-details/e175a261a280f7cb,Abram Torres,"5' 10""",170 lbs.,,,1982-10-29
Amir,Aliakbari,,http://ufcstats.com/fighter-details/e17770faae3ca54c,Amir Aliakbari,"6' 3""",250 lbs.,,,1984-06-10
Bartosz,Fabinski,The Butcher,http://ufcstats.com/fighter-details/e17ac6410c8377f4,Bartosz Fabinski,"6' 0""",170 lbs.,"75""",Orthodox,1986-04-26
Yoshihiro,Nakao,Kiss,http://ufcstats.com/fighter-details/e18012194473e8b0,Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,1972-06-25
Alptekin,Ozkilic,The Turkish Delight,http://ufcstats.com/fighter-details/e18a19001a3f7c7d,Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,1986-03-27
Dylan,Mantello,The Quiet Man,http://ufcstats.com/fighter-details/e192ebb85b68fa9e,Dylan Mantello,"6' 1""",155 lbs.,"73""",Orthodox,1992-11-19
Tim,Stout,,http://ufcstats.com/fighter-details/e1a4568fec1fc24f,Tim Stout,"5' 11""",185 lbs.,,,1979-02-09
TJ,Hepburn,The Carnivore,http://ufcstats.com/fighter-details/e1acbb6352ca3551,TJ Hepburn,"5' 7""",155 lbs.,,,
William,Gomis,Jaguar,http://ufcstats.com/fighter-details/e1d40e8782d80bc2,William Gomis,"6' 0""",145 lbs.,"73""",Southpaw,1997-06-13
Julius,Anglickas,,http://ufcstats.com/fighter-details/e20ad078a7d63361,Julius Anglickas,"6' 3""",205 lbs.,,Orthodox,1991-07-23
Reza,Madadi,Mad Dog,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,Reza Madadi,"5' 11""",155 lbs.,"73""",Orthodox,1978-06-20
Mike,Lullo,,http://ufcstats.com/fighter-details/e26882820f9e8df5,Mike Lullo,"5' 8""",145 lbs.,,Orthodox,1979-07-24
